// Gerado por `qualis coletar-eventos`. Edite à mão se precisar:
// linhas iniciadas por // são ignoradas, e a coluna h5 vence.
// h5_fonte=scholar é o dado que o Documento de Área manda usar;
// h5_fonte=sbc-2024 é a coluna da planilha da SBC, que está
// desatualizada e serve só como referência.
// ambiguo=1: o Scholar tem mais de uma entrada para o evento,
// com h5 diferentes; ficamos com o maior. Confira esses casos.
// anos_tradicao fica vazio: não há fonte verificável em massa.
sigla,nome,h5,ce_sbc,anos_tradicao,segue_gt_capes,h5_fonte,h5_sbc,ambiguo,ces,entradas_scholar
ICSE-SEET,Software Engineering Education and Training of ICSE,,top20,,1,nenhum,21,0,CE-EDUCOMP|CE-ES,
ICSE-SEIP,ACM International Conference on Software Engineering: Software Engineering in Practice,34,relevante,,1,scholar,32,0,CE-ES,ACM International Conference on Software Engineering: Software Engineering in Practice (h5=34)
ICSE-SEIS,International Conference on Software Engineering: Software Engineering in Society,,top20,,1,nenhum,10,0,CE-ES,
ICSLE,International Conference on Smart Learning Environments,60,relevante,,1,scholar,,0,CE-IE,Smart Learning Environments (h5=60)
ICSME,IEEE International Conference on Software Maintenance and Evolution,35,top10,,1,scholar,33,0,CE-ES,IEEE International Conference on Software Maintenance and Evolution (h5=35)
ICSOB,International Conference on Software Business,13,relevante,,1,scholar,13,0,CE-ES|CE-SI,International Conference on Software Business (ICSOB) (h5=13) || Business Modeling and Software Design (h5=13)
ICSOFT,International Conference on Software Technologies,14,relevante,,1,scholar,13,1,CE-BD|CE-ES,International Joint Conference on Software Technologies (ICSOFT) (h5=14) || International Conference on Information and Software Technologies (ICIST) (h5=10)
ICSPCEC,"International Conference on Signal Processing, Communication, Power and Embedded System",2,relevante,,1,scholar,18,0,CE-ESC,"International Conference on Signal Processing, Communication, Power and Embedded System (h5=2)"
ICSR,International Conference on Software Reuse,,relevante,,1,nenhum,9,0,CE-ES,
ICSSP,International Conference on Software and Systems Process,,relevante,,1,nenhum,6,0,CE-ES,
ICSTV,"IEEE International Conference on Software Testing, Verification and Validation",34,relevante,,1,scholar,32,0,CE-ES,"IEEE International Conference on Software Testing, Verification and Validation (ICST) (h5=34)"
ICT,International Conference on Telecommunications,15,relevante,,1,scholar,18,1,CE-ESC|CE-RESD,IEEE International Conference on Telecommunications (ICT) (h5=15) || International Conference on Telecommunications (h5=14) || International Telecommunications Conference (h5=12)
ICT4D,International Conference on Social Implications of Computers in Developing Countries,7,relevante,,1,scholar,16,0,CE-SC,International Conference on Social Implications of Computers in Developing Countries (h5=7)
ICTAC,International Colloquium on Theoretical Aspects of Computing,11,top10,,1,scholar,10,0,CE-MF|GI-L,International Colloquium on Theoretical Aspects of Computing (h5=11)
ICTAI,IEEE International Conference on Artificial Intelligence Tools,26,top20,,1,scholar,28,1,CE-GRAPI|CE-IA|CE-IC,IEEE International Conference on Tools with Artificial Intelligence (ICTAI) (h5=26) || International Journal on Artificial Intelligence Tools (h5=20)
ICTIR,Conference on the Theory of Information Retrieval,,relevante,,1,nenhum,24,0,CE-BD,
ICTSS,International Conference on Testing Software and Systems,,relevante,,1,nenhum,7,0,CE-BD|CE-ES,
ICUAS,International Conference on Unmanned Aircraft Systems,29,top10,,1,scholar,31,0,CE-R|CE-RESD|CE-RV,International Conference on Unmanned Aircraft Systems (h5=29)
ICUMT,International Conference on Ultra Modern Telecommunications,16,relevante,,1,scholar,19,0,CE-RESD,International Conference on Ultra Modern Telecommunications (ICUMT) (h5=16)
ICVIIP,International Conference on Visualization: Imaging and Image Processing,,relevante,,1,nenhum,,0,CE-RV,
ICVR,International Conference on Virtual Rehabilitation,12,top20,,1,scholar,10,0,CE-CAS,International Conference on Virtual Rehabilitation (ICVR) (h5=12)
ICWE,International Conference on Web Engineering,23,top20,,1,scholar,15,1,CE-ES|CE-SI|CE-WEBMEDIA,Journal of Web Engineering (h5=23) || International Conference on Web Engineering (ICWE) (h5=15)
ICWS,International Conference on Web Services,23,top20,,1,scholar,26,0,CE-SI|CE-WEBMEDIA,IEEE International Conference on Web Services (h5=23)
ICWSM,International Conference on Web and Social Media (ICWSM),59,top10,,1,scholar,59,0,CE-BD|CE-IA|CE-SC|CE-SI|CE-WEBMEDIA,International Conference on Web and Social Media (ICWSM) (h5=59)
IDA,International Symposium on Intelligent Data Analysis,19,relevante,,1,scholar,,0,CE-IA,Intelligent Data Analysis (h5=19)
IDC,International Conference on Interaction Design and Children,35,top10,,1,scholar,33,0,CE-IHC|CE-RV,Interaction Design and Children (h5=35)
IDCS,International Conference on Internet and Distributed Computing Systems,,relevante,,1,nenhum,,0,CE-RESD,
IDEAS,International Database Engineering and Applications Symposium,15,top20,,1,scholar,16,0,CE-BD,International Database Engineering & Applications Symposium (h5=15)
IECON,Annual Conference of the IEEE Industrial Electronics Society,27,relevante,,1,scholar,28,0,CE-ESC|CE-R,IEEE Annual Conference of the Industrial Electronics Society (h5=27)
IEEE Blockchain,IEEE International Conference on Blockchain,30,relevante,,1,scholar,42,0,CE-TF,IEEE International Conference on Blockchain (h5=30)
IEEE IST,IEEE International Workshop on Imaging Systems and Techniques,16,relevante,,1,scholar,17,0,CE-GRAPI,IEEE International Workshop on Imaging Systems and Techniques (h5=16)
IEEE NANO,IEEE Conference on Nanotechnology,65,top20,,1,scholar,10,0,CE-CCI,Nanotechnology (h5=65)
IEEE S&P,IEEE Symposium on Security and Privacy,110,relevante,,1,scholar,112,1,CE-RV,IEEE Symposium on Security and Privacy (h5=110) || Security and Privacy (h5=29)
IEEE SMC,"IEEE International Conference on Systems, Man and Cybernetics",36,top10,,1,scholar,32,0,CE-SC,"IEEE International Conference on Systems, Man and Cybernetics (h5=36)"
IEEE VIS,IEEE Visualization Conference,23,top10,,1,scholar,22,0,CE-GRAPI|CE-RV,IEEE Visualization Conference (h5=23)
IEEEANTS,IEEE International Conference on Advanced Networks and Telecommuncations Systems,,relevante,,1,nenhum,15,0,CE-RESD,
IEEECLOUD,IEEE International Conference on Cloud Computing,39,relevante,,1,scholar,34,1,CE-RESD,ACM Symposium on Cloud Computing (h5=39) || IEEE International Conference on Cloud Computing (CLOUD) (h5=24)
IESS,IFIP International Embedded Systems Symposium,,relevante,,1,nenhum,,0,CE-ESC,
IFAC,World Congress of the International Federation of Automatic Control,18,relevante,,1,scholar,29,0,CE-ESC|CE-R,IFAC Journal of Systems and Control (h5=18)
IFM,Integrated Formal Methods,,top10,,1,nenhum,12,0,CE-MF,
IGARSS,International Geoscience and Remote Sensing Symposium (IGARSS),36,top20,,1,scholar,26,0,CE-GRAPI|CE-Geoinformática|CE-RV,IEEE International Geoscience and Remote Sensing Symposium (h5=36)
IH&MMSec,ACM Workshop on Information Hiding and Multimedia Security,20,relevante,,1,scholar,21,0,CE-WEBMEDIA,ACM Workshop on Information Hiding and Multimedia Security (h5=20)
IHC,Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais,16,top10,,1,scholar,14,1,CE-IHC|CE-RV|CE-SC|CE-SI,Brazilian Symposium on Human Factors in Computing Systems (h5=16) || Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais (IHC) (h5=5)
IHM,Conférence Francophone sur l’Interaction Homme-Machin,,relevante,,1,nenhum,0,0,CE-IHC,
IIH-MSP,International Conference on Intelligent Information Hiding and Multimedia Signal Processing,,relevante,,1,nenhum,4,0,CE-SEG,
IISWC,IEEE International Symposium on Workload Characterization,22,relevante,,1,scholar,21,0,CE-ACPAD,IEEE International Symposium on Workload Characterization (h5=22)
IIWAS,International Conference on Information Integration and Web-based Applications & Services,12,top20,,1,scholar,15,0,CE-BD|CE-SI,International Conference on Information Integration and Web-based Applications & Services (IIWAS) (h5=12)
IJCAI,International Joint Conference on Artificial Intelligence,136,top10,,1,scholar,136,1,CE-GRAPI|CE-IA|CE-IC|CE-PLN,International Joint Conference on Artificial Intelligence (IJCAI) (h5=136) || Artificial Intelligence (h5=62)
IJCAR,International Joint Conference on Automated Reasoning,23,top20,,1,scholar,12,0,GI-L,Journal of Automated Reasoning (h5=23)
IJCNLP,International Joint Conference on Natural Language Processing,41,top10,,1,scholar,32,1,CE-PLN,International Joint Conference on Natural Language Processing (IJCNLP) (h5=41) || International Joint Symposium on Artificial Intelligence and Natural Language Processing (h5=15) || International Conference on Natural Language Processing (h5=8)
IJCNN,International Joint Conference on Neural Networks,66,top10,,1,scholar,64,0,CE-GRAPI|CE-IA|CE-IC,International Joint Conference on Neural Networks (h5=66)
ILP,International Conference on Inductive Logic Programming,,relevante,,1,nenhum,,0,CE-IA,
IM,IFIP/IEEE International Symposium on Integrated Network Management,19,top20,,1,scholar,23,0,CE-RESD,IFIP/IEEE International Symposium on Integrated Network Management (h5=19)
IMC,ACM Internet Measurement Conference,43,top10,,1,scholar,45,0,CE-RESD|CE-WEBMEDIA,ACM on Internet Measurement Conference (h5=43)
IMIS,International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing,11,relevante,,1,scholar,12,0,CE-RESD,International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing (h5=11)
INCOS,INCOS - International Conference on Intelligent Networking and Collaborative Systems,10,top20,,1,scholar,14,0,CE-SC,International Conference on Intelligent Networking and Collaborative Systems (INCoS) (h5=10)
INDIN,IEEE International Conference on Industrial Informatics,20,top20,,1,scholar,21,0,CE-ESC|CE-R,IEEE International Conference on Industrial Informatics (h5=20)
INDOCRYPT,International Conference on Cryptology in India,17,relevante,,1,scholar,17,0,CE-SEG,International Conference on Cryptology in India (INDOCRYPT) (h5=17)
INDUSCON,International Conference on Industry Applications,12,relevante,,1,scholar,12,0,CE-SI,IEEE International Conference on Industry Applications (h5=12)
INFOCOM,IEEE International Conference on Computer Communications,101,top10,,1,scholar,80,1,CE-ESC|CE-RESD,Computer Communications (h5=101) || IEEE International Conference on Computer Communications (INFOCOM) (h5=80) || International Conference on Computer and Communications (h5=14)
INFOCOM WKSHPS,IEEE Conference on Computer Communications Workshops,,relevante,,1,nenhum,43,0,CE-RESD,
InfoVis,IEEE Information Visualization,23,relevante,,1,scholar,,1,CE-RV,IEEE Visualization Conference (h5=23) || International Conference on Information Visualization (h5=15)
INLG,International Natural Language Generation conference,25,top20,,1,scholar,29,0,CE-IA|CE-PLN,International Conference on Natural Language Generation (h5=25)
INOC,International Network Optimization Conference,,relevante,,1,nenhum,,0,CE-ACO,
INTECH,International Conference on Innovative Computing Technology,7,relevante,,1,scholar,15,0,CE-SI,J-INTECH (Journal of Information and Technology) (h5=7)
INTERACT,IFIP International Conference on Human-Computer Interaction,88,top10,,1,scholar,23,1,CE-IHC|CE-RV,Proceedings of the ACM on Human-Computer Interaction (h5=88) || Human–Computer Interaction (h5=39) || IFIP Conference on Human-Computer Interaction (INTERACT) (h5=20) || International Conference on Human-Computer Interaction (h5=14) || International Conference on Human Computer Interaction (h5=10)
INTERSPEECH,Conference of the International Speech Communication Association,112,top20,,1,scholar,111,0,CE-GRAPI|CE-PLN,Conference of the International Speech Communication Association (INTERSPEECH) (h5=112)
IOLTS,IEEE International On-Line Testing Symposium,16,relevante,,1,scholar,18,0,CE-CCI,IEEE International On-Line Testing Symposium (h5=16)
IoTAAL,Workshop on Internet of Things for Ambient Assisted Living,,relevante,,1,nenhum,0,0,CE-IHC,
IPAW,International Provenance and Annotation Workshop,,relevante,,1,nenhum,,0,CE-BD,
IPCCC,"International Performance, Computing, and Communications Conference",19,relevante,,1,scholar,17,1,CE-RESD,"IEEE International Conference on High Performance Computing and Communications (h5=19) || IEEE International Performance, Computing, and Communications Conference, IPCCC (h5=15)"
IPCO,Conference on Integer Programming and Combinatorial Optimization,,top10,,1,nenhum,16,0,CE-ACO,
IPDLN,International Population Data Linkage Network,,relevante,,1,nenhum,,0,CE-CAS,
IPDPS,IEEE International Parallel & Distributed Processing Symposium,41,top10,,1,scholar,38,0,CE-ACPAD|CE-RESD|CE-TF,IEEE International Symposium on Parallel & Distributed Processing (h5=41)
IPEC,International Symposium on Parameterized and Exact Computation,16,top20,,1,scholar,17,0,CE-ACO,International Workshop on Parameterized and Exact Computation (h5=16)
IPMU,International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems,16,relevante,,1,scholar,12,0,CE-IA|CE-IC|CE-SI,International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems (h5=16)
IRC,IEEE International Conference on Robotic Computing,16,relevante,,1,scholar,13,0,CE-R,IEEE International Conference on Robotic Computing (h5=16)
IRI,IEEE International Conference on Information Reuse and Integration,22,relevante,,1,scholar,21,0,CE-BD,IEEE International Conference on Information Reuse and Integration (h5=22)
IRMMW-THZ,"International Conference on Infrared, Millimeter and Terahertz Waves",29,relevante,,1,scholar,18,1,CE-GRAPI,"Journal of Infrared, Millimeter, and Terahertz Waves (h5=29) || International Conference on Infrared, Millimeter and Terahertz Waves (IRMMW-THz) (h5=16)"
IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,92,top10,,1,scholar,63,0,CE-GRAPI|CE-IA|CE-IC|CE-R|CE-RV,IEEE/RSJ International Conference on Intelligent Robots and Systems (h5=92)
ISAAC,International Symposium on Algorithms and Computation,17,top20,,1,scholar,15,0,CE-ACO,International Symposium on Algorithms and Computation (h5=17)
ISADS,International Symposium on Autonomous Decentralized Systems,,relevante,,1,nenhum,,0,CE-RESD,
ISAM,IEEE International Symposium on Assembly and Manufacturing,,relevante,,1,nenhum,,0,CE-R,
ISBI,IEEE International Symposium on Biomedical Imaging,52,top20,,1,scholar,53,0,CE-CAS|CE-GRAPI,IEEE International Symposium on Biomedical Imaging: From Nano to Macro (h5=52)
ISBRA,International Symposium on Bioinformatics Research and Applications,8,top10,,1,scholar,8,1,CE-BioComp,Bioinformatics Research and Applications (h5=8) || International Conference on Bioinformatics Research and Applications (h5=6)
ISC,International Supercomputing Conference,25,top20,,1,scholar,14,0,CE-ACPAD|CE-SEG,International Conference on Supercomputing (ICS) (h5=25)
ISC2,IEEE International Smart Cities Conference,19,relevante,,1,scholar,24,0,CE-RESD,International Smart Cities Conference (h5=19)
ISCA,International Symposium on Computer Architecture,64,top10,,1,scholar,62,1,CE-ACPAD,International Symposium on Computer Architecture (ISCA) (h5=64) || IEEE Computer Architecture Letters (h5=24)
ISCAS,IEEE International Symposium on Circuits and Systems,40,top10,,1,scholar,39,0,CE-ACPAD|CE-CCI|CE-ESC,IEEE International Symposium on Circuits and Systems (h5=40)
ISCC,IEEE Symposium on Computers and Communications,27,top20,,1,scholar,26,0,CE-ACPAD|CE-ESC|CE-RESD|CE-TF,IEEE Symposium on Computers and Communications (h5=27)
ISCIS,International Symposium on Computer and Information Sciences,18,relevante,,1,scholar,12,0,CE-SI,International Conference on Computer and Information Sciences (h5=18)
ISCO,International Symposium on Combinatorial Optimization,22,relevante,,1,scholar,8,1,CE-ACO,Journal of Combinatorial Optimization (h5=22) || Conference on Combinatorial Optimization and Applications (h5=9)
ISCON,International Conference on Information Systems and Computer Networks,21,relevante,,1,scholar,14,0,CE-SI,International Conference on Information Systems and Computer Networks (h5=21)
ISCRAM,Information Systems for Crisis Response and Management,16,relevante,,1,scholar,21,0,CE-SI,International Conference on Information Systems for Crisis Response and Management (h5=16)
ISD,International Conference on Information Systems Development,9,relevante,,1,scholar,13,0,CE-SI,International Conference on Information Systems Development (h5=9)
ISDA,International Conference on Intelligent Systems Design and Applications,16,top20,,1,scholar,13,0,CE-CAS,International Conference on Intelligent Systems Design and Applications (h5=16)
ISE,Workshop Brasileiro de Engenharia de Software Inteligente,,relevante,,1,nenhum,3,0,CE-ES,
ISEA,International Symposium on Electronic /Emerging Art,12,relevante,,1,scholar,0,0,CE-IHC,Conference on Electronic Visualisation and the Arts (h5=12)
ISECON,Information Systems Education Conference,15,relevante,,1,scholar,,0,CE-IE,IEEE International Conference on Information Systems and Computer Aided Education (h5=15)
ISER,International Symposium on Experimental Robotics,12,top20,,1,scholar,14,0,CE-R,International Symposium on Experimental Robotics (h5=12)
ISET,International Symposium on Educational Technology,14,top20,,1,scholar,14,0,CE-IE,International Symposium on Educational Technology (h5=14)
ISGT,IEEE PES Innovative Smart Grid Technologies,26,relevante,,1,scholar,22,1,CE-RESD,IEEE PES Innovative Smart Grid Technologies (ISGT) (h5=26) || IEEE PES Innovative Smart Grid Technologies Conference Europe (h5=22) || IEEE PES Innovative Smart Grid Technologies Conference Latin America (h5=10)
ISGT-Europe,IEEE PES Innovative Smart Grid Technologies Conference Europe,22,relevante,,1,scholar,22,0,CE-RESD,IEEE PES Innovative Smart Grid Technologies Conference Europe (h5=22)
ISIE,IEEE International Symposium on Industrial Electronics,24,relevante,,1,scholar,22,0,CE-ESC|CE-R,IEEE International Symposium on Industrial Electronics (h5=24)
ISIPTA,International Symposium on Imprecise Probabilities: Theories and Applications,,relevante,,1,nenhum,,0,CE-IA,
ISLA,Information Systems in Latin America,3,relevante,,1,scholar,4,0,CE-SI,En la otra isla (h5=3)
ISLPED,ACM/IEEE International Symposium on Low Power Electronics and Design,19,relevante,,1,scholar,21,0,CE-CCI,ACM/IEEE International Symposium on Low Power Electronics and Design (h5=19)
ISLS,International Conference on Computer Supported Collaborative Learning,7,relevante,,1,scholar,12,0,CE-SC,International Conference on Computer-Supported Collaborative Learning (h5=7)
ISM,IEEE International Symposium on Multimedia,14,top10,,1,scholar,15,0,CE-BD|CE-CM|CE-GRAPI|CE-WEBMEDIA,IEEE International Symposium on Multimedia (h5=14)
ISMAR,IEEE International Symposium on Mixed and Augmented Reality,37,top10,,1,scholar,35,0,CE-IHC|CE-RV,IEEE International Symposium on Mixed and Augmented Reality (h5=37)
ISMB/ECCB,Intelligent Systems for Molecular Biology / European Conference on Computational Biology,,top20,,1,nenhum,,0,CE-BioComp,
ISMCR,International Symposium on Measurement and Control in Robotics,,relevante,,1,nenhum,,0,CE-R,
ISMIR,International Society for Music Information Retrieval Conference,42,top10,,1,scholar,32,0,CE-CM,International Society for Music Information Retrieval Conference (h5=42)
ISMM,International Symposium on Memory Management,,top20,,1,nenhum,13,0,CE-LP,
ISMP,International Symposium on Mathematical Programming,64,relevante,,1,scholar,,0,CE-ACO,Mathematical Programming (h5=64)
ISMR,International Symposium on Medical Robotics,16,relevante,,1,scholar,,0,CE-R,International Symposium on Medical Robotics (h5=16)
ISMVL,IEEE International Symposium on Multiple-Valued Logic,16,relevante,,1,scholar,12,1,CE-CCI,Journal of Multiple-Valued Logic & Soft Computing (h5=16) || IEEE International Symposium on Multiple-Valued Logic (ISMVL) (h5=13)
ISOLA,"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",22,top20,,1,scholar,17,0,CE-MF,"International Symposium On Leveraging Applications of Formal Methods, Verification and Validation (h5=22)"
ISORC,IEEE International Symposium on RealTime Distributed Computing,12,top20,,1,scholar,12,0,CE-ESC,IEEE International Symposium on Object Oriented Real-Time Distributed Computing (h5=12)
ISPD,International Symposium on Physical Design,18,top10,,1,scholar,18,0,CE-CCI,International Symposium on Physical Design (h5=18)
ISPDC,International Symposium on Parallel and Distributed Computing,8,relevante,,1,scholar,12,0,CE-ACPAD|CE-TF,International Symposium on Parallel and Distributed Computing (h5=8)
ISPRS,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",32,top10,,1,scholar,29,0,CE-Geoinformática,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences (h5=32)"
ISQED,International Symposium on Quality Electronic Design,22,relevante,,1,scholar,21,0,CE-CCI,International Symposium on Quality Electronic Design (h5=22)
ISR,IEEE International Conference on Intelligence and Safety for Robotics,,relevante,,1,nenhum,4,0,CE-R,
ISRR,International Symposium on Robotics Research,71,top20,,1,scholar,22,0,CE-R,The International Journal of Robotics Research (h5=71)
ISS,ACM Interactive Surfaces and Spaces,,top20,,1,nenhum,14,0,CE-RV,
ISSA,Information Security for South Africa,5,relevante,,1,scholar,11,0,CE-SEG,ISSA Journal (h5=5)
ISSRE,International Symposium on Software Reliability Engineering,31,top10,,1,scholar,28,0,CE-ES|CE-TF,International Symposium on Software Reliability Engineering (h5=31)
ISSTA,International Symposium on Software Testing and Analysis,50,relevante,,1,scholar,45,0,CE-ES,International Symposium on Software Testing and Analysis (h5=50)
ISTAR,International i*Workshop,,relevante,,1,nenhum,3,0,CE-ES,
ISVC,International Symposium on Visual Computing,18,relevante,,1,scholar,18,0,CE-GRAPI,International Symposium on Visual Computing (h5=18)
ISVLSI,IEEE Computer Society Annual Symposium on VLSI,23,top10,,1,scholar,22,0,CE-CCI|CE-ESC,IEEE Computer Society Annual Symposium on VLSI (h5=23)
ISWC,International Semantic Web Conference,36,relevante,,1,scholar,37,0,CE-BD|CE-IA|CE-RV,International Semantic Web Conference (h5=36)
ISWCS,International Symposium on Wireless Communication Systems,15,relevante,,1,scholar,23,0,CE-RESD,International Symposium on Wireless Communication Systems (h5=15)
ITCS,Conference on Innovations in Theoretical Computer Science,37,top10,,1,scholar,35,0,CE-ACO,Conference on Innovations in Theoretical Computer Science (h5=37)
ITICSE,ACM Conference on Innovation and Technology in Computer Science Education,38,top10,,1,scholar,35,0,CE-EDUCOMP|CE-IE|CE-RV,Joint Conference on Innovation and Technology in Computer Science Education (h5=38)
ITNG,International Conference on Information Technology - New Generations,12,top20,,1,scholar,12,0,CE-SI,International Conference on Information Technology-New Generations (h5=12)
ITP,International Conference on Interactive Theorem Proving,15,top20,,1,scholar,19,0,CE-MF,International Conference on Interactive Theorem Proving (h5=15)
ITS,International Conference on Intelligent Tutoring Systems,18,top20,,1,scholar,16,0,CE-IA|CE-IE|CE-IHC,Intelligent Tutoring Systems (h5=18)
ITSC,IEEE Intelligent Transportation Systems Conference,50,relevante,,1,scholar,55,0,CE-BD|CE-GRAPI|CE-RESD,IEEE Intelligent Transportation Systems Conference (h5=50)
IUI,International Conference on Intelligent User Interfaces,50,top10,,1,scholar,52,0,CE-IA|CE-IHC|CE-RV,International Conference on Intelligent User Interfaces (IUI) (h5=50)
IV,International Conference on Information Visualisation,,relevante,,1,nenhum,15,0,CE-IHC,
IVA,Intelligent Virtual Agents,24,top10,,1,scholar,23,0,CE-GRAPI|CE-IHC|CE-JOGOS,Intelligent Virtual Agents (h5=24)
IVAPP,International Conference on Information Visualization Theory and Applications,,relevante,,1,nenhum,3,0,CE-RV,
IWBBIO,International Work-Conference on Bioinformatics and Biomedical Engineering,13,top10,,1,scholar,11,1,CE-BioComp,International Work-Conference on Bioinformatics and Biomedical Engineering (IWBBIO) (h5=13) || International Conference on Biomedical and Bioinformatics Engineering (h5=5)
IWCMC,International Wireless Communications and Mobile Computing Conference,29,relevante,,1,scholar,31,1,CE-RESD,International Wireless Communications and Mobile Computing Conference (IWCMC) (h5=29) || IEEE International Conference on Wireless and Mobile Computing Networking and Communications (h5=16)
IWCS,International Workshop on Computational Semantics,20,relevante,,1,scholar,0,0,CE-PLN,Joint Conference on Lexical and Computational Semantics (h5=20)
IWCTS,International Workshop on Computational Transportation Science,,relevante,,1,nenhum,,0,CE-Geoinformática,
IWOCA,International Workshop on Combinatorial Algorithms,11,relevante,,1,scholar,11,0,CE-ACO,International Workshop on Combinatorial Algorithms (h5=11)
IWSECO,International Workshop on Software Ecosystems,,relevante,,1,nenhum,9,0,CE-SI,
IWSSIP,"International Conference on Systems, Signals and Image Processing",16,top20,,1,scholar,17,0,CE-CAS|CE-GRAPI,"International Conference on Systems, Signals and Image Processing (h5=16)"
IxDA,Interaction Latin America,,relevante,,1,nenhum,0,0,CE-IHC,
Jornadas HCI,Iberoamerican Workshop on Human-Computer Interaction,7,relevante,,1,scholar,7,0,CE-IHC,Iberoamerican Workshop on Human-Computer Interaction (h5=7)
JURIX,International Conference on Legal Knowledge and Information Systems,18,relevante,,1,scholar,15,0,CE-SI,International Conference on Legal Knowledge and Information Systems (JURIX) (h5=18)
KDD,ACM SIGKDD conference on Knowledge Discovery and Data Mining,124,top10,,1,scholar,124,0,CE-BD|CE-IC,ACM SIGKDD Conference on Knowledge Discovery and Data Mining (h5=124)
KDIR,International Conference on Knowledge Discovery and Information Retrieval,10,relevante,,1,scholar,12,0,CE-BD,International Conference on Knowledge Discovery and Information Retrieval (KDIR) (h5=10)
KDMILE,"Symposium on Knowledge Discovery, Mining and Learning",8,top20,,1,scholar,7,0,CE-BD|CE-IA,"Symposium on Knowledge Discovery, Mining and Learning (KDMiLe) (h5=8)"
KES,International Conference on Knowledge-Based and Intelligent Information & Engineering Systems,,relevante,,1,nenhum,2,0,CE-BD|CE-SI,
KESW,International Conference on Knowledge Engineering and Semantic Web,,relevante,,1,nenhum,37,0,CE-SI,
KMO,International Conference on Knowledge Management in Organizations,,relevante,,1,nenhum,12,0,CE-SI,
Koli Calling,Koli Calling International Conference on Computing Education Research,16,top10,,1,scholar,17,0,CE-EDUCOMP,Koli Calling International Conference on Computing Education Research (h5=16)
KR,International Conference on Principles of Knowledge Representation and Reasoning,29,top10,,1,scholar,23,0,CE-BD|CE-IA,Principles of Knowledge Representation and Reasoning (KR) (h5=29)
L@S,ACM Conference on Learning @ Scale,28,top10,,1,scholar,23,0,CE-IE,ACM Conference on Learning at Scale (h5=28)
LA-CCI,IEEE Latin American Conference on Computational Intelligence,8,relevante,,1,scholar,10,0,CE-IA|CE-IC,IEEE Latin American Conference on Computational Intelligence (h5=8)
LA-WEB,Latin American Web Congress,,relevante,,1,nenhum,0,0,CE-IHC,
LAC,Linux Audio Conference,,top20,,1,nenhum,,0,CE-CM,
LACLO,Latin American Conference on Learning Objects and Technologies,10,top20,,1,scholar,10,0,CE-IE,Latin American Conference on Learning Technologies (h5=10)
LADC,Latin-American Symposium on Dependable Computing,7,top20,,1,scholar,14,0,CE-TF,Latin-American Symposium on Dependable Computing (h5=7)
LAGIRS,IEEE Latin American GRSS & ISPRS Remote Sensing Conference (LAGIRS),14,top20,,1,scholar,,0,CE-Geoinformática,IEEE Latin American GRSS & ISPRS Remote Sensing Conference (h5=14)
LAGOS,"Latin-American Algorithms, Graphs and Optimization Symposium",7,relevante,,1,scholar,,1,CE-ACO,LAGOS (h5=7) || University of Lagos Journal of Basic Medical Sciences (h5=5)
LAK,International Learning Analytics and Knowledge Conference,46,top10,,1,scholar,45,0,CE-IE,International Conference on Learning Analytics & Knowledge' (h5=46)
LANC,Latin American Networking Conference,,relevante,,1,nenhum,,0,CE-RESD,
LANMAN,IEEE International Symposium on Local and Metropolitan Area Networks,,relevante,,1,nenhum,,0,CE-RESD,
LANOMS,Latin-American Network Operations and Management Symposium,,relevante,,1,nenhum,,0,CE-RESD,
LARS,Latin American Robotics Symposium,,relevante,,1,nenhum,14,0,CE-GRAPI|CE-IA|CE-RV,
LASCAS,IEEE Latin American Symposium on Circuits and Systems,40,top10,,1,scholar,13,1,CE-CCI,IEEE International Symposium on Circuits and Systems (h5=40) || IEEE Latin American Symposium on Circuits and Systems (LASCAS) (h5=15)
LATIN,Latin American Theoretical Informatics Symposium,32,top10,,1,scholar,15,1,CE-ACO,"IEEE Latin America Transactions (h5=32) || Bulletin of Latin American Research (h5=22) || Latin American Politics and Society (h5=22) || Latin American Perspectives (h5=22) || Latin American Research Review (h5=19) || Journal of Latin American Geography (h5=18) || Latin American Journal of Central Banking (h5=18) || Latin American Journal of Solids and Structures (h5=18) || Tapuya: Latin American Science, Technology and Society (h5=17) || Latin American Journal of Aquatic Research (h5=16) || Latin American Antiquity (h5=16) || European Review of Latin American and Caribbean Studies (h5=15) || Journal of Latin American Studies (h5=15) || Latin American and Caribbean Ethnic Studies (h5=15) || ALEA. Latin American Journal of Probability & Mathematical Statistics (h5=15) || IEEE Latin American Symposium on Circuits and Systems (LASCAS) (h5=15) || IEEE Latin American GRSS & ISPRS Remote Sensing Conference (h5=14) || International Journal of Latin American Religions (h5=14) || The Journal of Latin American and Caribbean Anthropology (h5=14) || Latin American Policy (h5=14)"
